identifier,numunitid,count,min,max,mean,quantile_10,quantile_20,quantile_30,quantile_40,quantile_50,quantile_60,quantile_70,quantile_80,quantile_90
44l..00,1515,5,50.9,1022.2,332.88,50.9,113.0,113.0,129.8,129.8,129.8,348.5,348.5,1022.2
44l..00,3532,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44l..00,333,4,0.09,4.64,1.295,0.09,0.12,0.12,0.12,0.33,0.33,0.33,0.33,4.64
44l..00,877,4,0.41,2.59,1.035,0.41,0.55,0.55,0.55,0.59,0.59,0.59,0.59,2.59
44l..00,185,3,75.0,147.7,99.23334,75.0,75.0,75.0,75.0,75.0,75.0,75.0,147.7,147.7
44l..00,2744,3,25.0,30.0,28.0,25.0,25.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0
44l..00,6486,3,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.03
44l..00,3972,3,2.0,350.0,129.0,2.0,2.0,35.0,35.0,35.0,35.0,35.0,350.0,350.0
44l..00,1866,2,11.0,141.0,76.0,11.0,11.0,11.0,11.0,141.0,141.0,141.0,141.0,141.0
44l..00,7974,2,0.541,0.572,0.5565,0.541,0.541,0.541,0.541,0.572,0.572,0.572,0.572,0.572
44l..00,2045,2,3.86,4.53,4.195,3.86,3.86,3.86,3.86,4.53,4.53,4.53,4.53,4.53
44l..00,4284,2,2.2,3.0,2.6,2.2,2.2,2.2,2.2,3.0,3.0,3.0,3.0,3.0
44l..00,342,2,4.89,6.47,5.68,4.89,4.89,4.89,4.89,6.47,6.47,6.47,6.47,6.47
44l..00,857,2,199.0,353.0,276.0,199.0,199.0,199.0,199.0,353.0,353.0,353.0,353.0,353.0
44l..00,1595,1,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
44l..00,162,1,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
44l..00,1519,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
44l..00,7147,1,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0,488.0
44l..00,139,1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
44l..00,959,1,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0
44l..00,8844,1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
44l..00,949,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44l..00,1588,1,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29
44l..00,64,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
44l..00,4529,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
44p..00,260,58,1.99,7.02,3.92,2.65,3.15,3.27,3.51,3.84,3.99,4.09,4.47,5.58
44p..00,183,33,0.96,2955.0,182.54851,1.15,1.16,1.24,1.35,1.46,1.66,1.76,1.94,729.0
44p..00,1,22,12.6,18.7,14.322727,12.8,13.2,13.5,13.7,14.4,14.5,14.7,14.8,15.3
44p..00,256,14,0.0,331.0,129.53572,6.0,10.8,18.8,22.5,133.0,191.0,218.0,245.0,303.0
44p..00,233,14,0.5,46.6,16.264284,0.9,2.5,3.7,4.5,11.2,18.8,22.0,26.8,46.2
44p..00,835,12,23.0,24.0,23.916666,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
44p..00,218,11,1.3,376.0,180.7,5.2,6.5,6.7,248.0,255.0,261.0,268.0,277.0,283.0
44p..00,2801,10,2.0,1245.0,134.22,2.2,10.0,10.3,12.0,13.15,13.15,14.0,16.3,17.25
44p..00,277,7,2.0,26.0,13.571428,6.0,6.0,10.0,10.0,12.0,17.0,17.0,22.0,22.0
44p..00,1434,4,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
44p..00,288,4,1.18,16.0,4.96,1.18,1.24,1.24,1.24,1.42,1.42,1.42,1.42,16.0
44p..00,285,2,7.0,24.0,15.5,7.0,7.0,7.0,7.0,24.0,24.0,24.0,24.0,24.0
44p..00,3447,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44p..00,1593,2,8.8,419.2,214.0,8.8,8.8,8.8,8.8,419.2,419.2,419.2,419.2,419.2
44p..00,199,2,24.7,34.7,29.7,24.7,24.7,24.7,24.7,34.7,34.7,34.7,34.7,34.7
44p..00,317,1,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
44p..00,154,1,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0
44p..00,180,1,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
44p..00,283,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
44p..00,139,1,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
44p..00,235,1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
44p..00,232,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
44p..00,342,1,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
44q..00,218,14,0.5,2.9,1.3428572,0.8,1.0,1.0,1.1,1.3,1.4,1.4,1.7,2.0
44q..00,139,2,0.68,0.8,0.74,0.68,0.68,0.68,0.68,0.8,0.8,0.8,0.8,0.8
44q..00,405,1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1
44t..00,218,1,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4
44u..00,283,27,1.0,111.0,10.203704,3.1,4.4,5.5,6.0,6.5,7.2,7.9,8.2,9.4
44u..00,1536,3,268.0,702.0,412.66666,268.0,268.0,268.0,268.0,268.0,268.0,268.0,702.0,702.0
44u..00,1733,2,154.0,348.0,251.0,154.0,154.0,154.0,154.0,348.0,348.0,348.0,348.0,348.0
44u..00,233,2,2.1,3.0,2.55,2.1,2.1,2.1,2.1,3.0,3.0,3.0,3.0,3.0
44u..00,288,1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
44u..00,183,1,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
44v..00,218,14,0.42,0.99,0.7878571,0.49,0.71,0.8,0.83,0.85,0.88,0.88,0.91,0.99
44v..00,195,1,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
45...00,5688,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451..00,202,244660,0.0,6303.0,65.63259,39.067,50.0,57.0,60.0,63.0,69.5,76.0,83.0,90.0
451..00,207,82957,3.0,311.0,64.914925,39.0,49.0,57.0,60.0,64.0,71.0,77.0,84.0,90.0
451..00,205,70138,0.0,5772.0,71.3161,42.0,51.0,58.0,61.0,67.0,73.0,79.0,86.0,90.0
451..00,206,54935,0.0,150.0,67.99342,43.0,52.0,59.0,65.0,70.0,75.0,81.0,87.0,90.0
451..00,421,14426,0.0,90.0,63.35159,28.0,46.0,56.0,62.0,68.0,74.0,81.0,88.0,90.0
451..00,288,11998,0.0,90.69,64.03998,36.0,46.0,53.0,59.2,65.0,71.0,78.0,84.0,90.0
451..00,203,8863,7.0,140.0,63.573845,38.0,48.0,54.0,60.0,65.0,70.0,75.0,81.0,90.0
451..00,449,8410,0.0,90.0,66.17253,42.0,52.0,59.0,61.0,67.0,72.0,78.0,84.0,90.0
451..00,397,7598,5.0,93.0,63.22006,45.0,56.0,60.0,60.0,60.0,60.0,68.0,77.0,87.0
451..00,1039,6464,5.0,90.0,55.34174,38.0,48.0,55.0,60.0,60.0,60.0,60.0,60.0,60.0
451..00,377,6116,5.0,104.0,66.23185,38.0,48.0,56.0,62.0,69.0,75.0,82.0,88.0,90.0
451..00,911,5550,4.0,90.0,62.33009,38.0,47.0,54.0,59.0,64.0,69.0,74.0,78.0,83.0
451..00,688,5207,0.0,135.0,67.25255,42.0,52.0,58.0,63.0,68.0,73.0,79.0,85.0,90.0
451..00,344,5157,5.0,90.0,64.53326,36.0,47.0,56.0,62.0,67.0,72.0,77.0,84.0,90.0
451..00,861,3488,7.0,89.0,71.18148,47.0,57.0,64.0,69.0,74.0,79.0,84.0,89.0,89.0
451..00,1303,3204,5.0,90.0,68.62203,40.0,52.0,59.0,66.0,73.0,78.0,83.0,89.0,90.0
451..00,208,2712,8.0,90.0,70.68547,41.0,54.0,62.0,69.0,75.0,81.0,87.0,90.0,90.0
451..00,405,1859,0.4,100.0,62.35578,43.0,52.0,58.0,60.0,60.0,60.0,67.0,75.0,86.0
451..00,886,1639,5.0,90.0,70.109825,44.0,54.0,61.0,67.0,73.0,79.0,84.0,90.0,90.0
451..00,1085,1361,13.0,90.0,68.340195,44.0,54.0,60.0,65.0,69.0,74.0,80.0,87.0,90.0
451..00,825,1154,17.0,90.0,62.184574,35.0,42.0,48.0,55.0,62.0,69.0,77.0,84.0,90.0
451..00,1281,1097,0.0,2.0,0.014585232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451..00,4007,964,11.0,90.0,67.24585,40.0,50.0,57.0,64.0,70.0,76.0,81.0,87.0,90.0
451..00,2383,933,3.0,112.0,66.08038,42.0,52.0,58.0,63.0,68.0,72.0,78.0,83.0,88.0
451..00,653,869,6.0,89.0,63.864212,35.0,47.0,57.0,63.0,69.0,74.0,77.0,81.0,85.0
451..00,1199,761,15.0,90.0,61.777924,31.0,49.0,57.0,60.0,60.0,65.0,72.0,80.0,89.0
451..00,41,743,18.0,96.0,72.19112,44.0,58.0,65.0,70.0,76.0,82.0,88.0,90.0,90.0
451..00,885,695,7.0,60.0,56.919426,50.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
451..00,319,576,17.0,90.0,62.876736,46.0,57.0,60.0,60.0,60.0,60.0,66.0,75.0,90.0
451..00,1603,521,15.0,90.0,59.2595,33.0,42.0,49.0,54.0,58.0,64.0,72.0,79.0,85.0
451..00,200,493,18.0,89.0,62.04057,37.0,49.0,56.0,61.0,66.0,69.0,72.0,75.0,81.0
451..00,1066,426,21.0,90.0,61.43897,37.0,47.0,52.0,59.0,63.0,67.0,73.0,77.0,83.0
451..00,2372,379,11.0,90.0,66.899734,44.0,55.0,60.0,65.0,70.0,73.0,77.0,81.0,87.0
451..00,819,321,16.0,90.0,64.08723,39.0,48.0,54.0,58.0,63.0,71.0,77.0,83.0,90.0
451..00,351,201,23.0,90.0,63.039803,37.0,47.0,53.0,60.0,66.0,72.0,75.0,79.0,84.0
451..00,1671,194,16.0,60.0,57.082474,54.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
451..00,186,192,31.0,90.0,60.671875,37.0,45.0,52.0,55.0,59.0,62.0,70.0,79.0,87.0
451..00,276,181,29.0,90.0,72.73481,49.0,57.0,64.0,71.0,76.0,81.0,85.0,90.0,90.0
451..00,1021,146,25.0,104.0,69.5,49.0,60.0,63.0,67.0,69.0,74.0,77.0,81.0,89.0
451..00,1896,143,42.0,90.0,78.34965,55.0,69.0,73.0,78.0,82.0,87.0,90.0,90.0,90.0
451..00,994,118,26.0,90.0,65.4661,43.0,50.0,57.0,61.0,64.0,69.0,76.0,82.0,90.0
451..00,2258,96,35.0,60.0,57.5625,51.0,57.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
451..00,1552,96,35.0,90.0,74.6875,57.0,64.0,69.0,74.0,76.0,80.0,85.0,88.0,90.0
451..00,204,92,37.0,144.0,79.36957,60.0,68.0,73.0,76.0,80.0,84.0,87.0,90.0,90.0
451..00,1455,91,33.0,90.0,72.18681,50.0,55.0,59.0,67.0,75.0,82.0,90.0,90.0,90.0
451..00,1954,75,37.0,90.0,62.84,46.0,50.0,51.0,54.0,58.0,69.0,71.0,76.0,85.0
451..00,218,70,20.0,90.0,65.01428,40.0,54.0,59.0,61.0,64.0,69.0,75.0,89.0,90.0
451..00,261,63,74.0,178.0,144.63492,82.0,130.0,144.0,146.0,150.0,154.0,156.0,168.0,178.0
451..00,42,63,39.0,90.0,71.730156,57.0,62.0,66.0,69.0,70.0,72.0,78.0,86.0,90.0
451..00,1,55,17.0,90.0,68.8,52.0,58.0,64.0,67.0,69.0,72.0,78.0,83.0,90.0
451..00,260,52,36.0,90.0,73.13461,55.0,59.0,64.0,70.0,75.0,81.0,86.0,90.0,90.0
451..00,816,51,39.0,90.0,72.43137,50.0,64.0,69.0,73.0,75.0,79.0,81.0,85.0,88.0
451..00,2179,43,19.0,89.0,67.441864,49.0,55.0,61.0,62.0,68.0,73.0,76.0,84.0,86.0
451..00,163,42,0.0,217.0,73.91095,40.0,48.92,61.51,68.95,75.0,78.0,81.24,83.0,109.0
451..00,1375,42,7.0,90.0,72.07143,57.0,61.0,66.0,70.0,74.0,78.0,83.0,90.0,90.0
451..00,9118,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451..00,2294,29,10.0,84.0,50.03448,36.0,41.0,42.0,44.0,46.0,53.0,59.0,60.0,66.0
451..00,968,23,17.0,90.0,65.17391,29.0,39.0,46.0,72.0,76.0,77.0,83.0,90.0,90.0
451..00,4166,18,21.0,90.0,61.38889,44.0,44.0,46.0,52.0,56.0,57.0,90.0,90.0,90.0
451..00,3815,17,11.0,90.0,50.294117,33.0,35.0,40.0,42.0,46.0,55.0,57.0,66.0,76.0
451..00,349,14,0.0,35.0,3.8428571,0.3,0.4,0.5,0.6,1.1,1.1,1.7,1.9,7.5
451..00,2852,11,41.0,90.0,66.0,45.0,46.0,51.0,68.0,69.0,74.0,76.0,76.0,90.0
451..00,262,10,0.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
451..00,153,10,52.0,79.0,67.0,57.0,58.0,60.0,69.0,71.0,71.0,71.0,75.0,78.0
451..00,11425,9,43.7,59.3,49.477776,43.9,44.9,44.9,45.8,49.2,50.0,50.7,50.7,57.8
451..00,531,9,36.0,90.0,73.333336,39.0,52.0,52.0,85.0,88.0,90.0,90.0,90.0,90.0
451..00,382,7,56.2,101.0,82.71429,76.6,76.6,82.0,82.0,83.2,90.0,90.0,90.0,90.0
451..00,10216,7,63.0,90.0,77.85714,67.0,67.0,72.0,72.0,81.0,82.0,82.0,90.0,90.0
451..00,4284,6,1.0,3.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0
451..00,185,5,39.0,70.0,57.8,39.0,47.0,47.0,64.0,64.0,64.0,69.0,69.0,70.0
451..00,632,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451..00,529,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451..00,11428,3,1.0,2.0,1.6666666,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
451..00,3798,2,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
451..00,554,2,57.0,99.0,78.0,57.0,57.0,57.0,57.0,99.0,99.0,99.0,99.0,99.0
451..00,4438,2,45.0,81.0,63.0,45.0,45.0,45.0,45.0,81.0,81.0,81.0,81.0,81.0
451..00,64,2,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
451..00,898,2,68.0,71.0,69.5,68.0,68.0,68.0,68.0,71.0,71.0,71.0,71.0,71.0
451..00,1223,2,37.0,46.0,41.5,37.0,37.0,37.0,37.0,46.0,46.0,46.0,46.0,46.0
451..00,5889,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451..00,1868,1,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
451..00,5673,1,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
451..00,2482,1,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
451..00,15550,1,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
451..00,4278,1,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
451..00,2148,1,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
451..00,15834,1,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
451..00,18332,1,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
451..00,3513,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451..00,6758,1,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0
451..00,6600,1,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
451..00,160,1,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
451..00,20917,1,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0
46...00,218,15,3.1,26.5,9.486666,3.5,5.7,6.3,6.9,7.1,7.7,11.4,12.9,18.3
46...00,781,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46...00,75,3,1.0,1447.0,483.66666,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1447.0,1447.0
46...00,183,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
46...00,186,1,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
46...00,285,1,17045.0,17045.0,17045.0,17045.0,17045.0,17045.0,17045.0,17045.0,17045.0,17045.0,17045.0,17045.0
461..00,693,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,44,83,1.0,26245.0,1166.2289,2.0,5.0,15.0,25.0,51.0,156.0,265.0,683.0,1434.0
461..00,465,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,831,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,594,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,611,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,75,13,0.0,1.0,0.15384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
461..00,139,9,0.0,0.07,0.016666668,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.04
461..00,924,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,254,6,5.0,7.0,6.3333335,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0
461..00,499,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,488,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,228,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,668,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,934,2,10.0,100.0,55.0,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,100.0
461..00,63,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,284,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
461..00,200,1,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0,1430.0
461..00,514,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461..00,391,1,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0
462..00,44,1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
463..00,260,50,1.005,1000.0,40.97871,1.01,1.01,1.01,1.015,1.015,1.02,1.02,1.02,1.03
463..00,288,34,1.0,1010.0,118.83748,1.01,1.01,1.015,1.015,1.015,1.02,1.02,1.025,1000.0
463..00,6495,6,1.01,1005.0,168.35167,1.02,1.02,1.025,1.025,1.025,1.025,1.03,1.03,1005.0
463..00,1155,1,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03
464..00,10537,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465..00,162,12,0.361,0.546,0.42883337,0.366,0.398,0.404,0.413,0.426,0.434,0.45,0.458,0.476
465..00,154,5,2.0,15000.0,5001.2,2.0,3.0,3.0,5000.0,5000.0,5000.0,5001.0,5001.0,15000.0
465..00,295,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465..00,718,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465..00,617,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465..00,51,1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
466..00,681,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,1314,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,218,25,0.0,55.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.8
466..00,1731,19,0.0,2.0,0.15789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,63,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
466..00,3512,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,3687,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,730,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,288,9,0.0,1.0,0.11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,3620,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,678,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,511,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,332,3,5.5,55.0,29.5,5.5,5.5,28.0,28.0,28.0,28.0,28.0,55.0,55.0
466..00,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466..00,182,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,137,2570,0.03,13.19,0.26571983,0.07,0.08,0.1,0.11,0.13,0.16,0.19,0.27,0.46
467..00,139,393,0.0,72.0,0.9798976,0.03,0.04,0.06,0.07,0.09,0.12,0.18,0.33,1.02
467..00,183,228,17.0,1890.4,156.96797,35.0,47.0,58.0,67.0,86.0,111.0,136.0,193.0,324.0
467..00,559,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,333,43,0.05,4.74,1.2565114,0.17,0.2,0.31,0.53,0.66,0.87,1.21,2.7,3.41
467..00,1290,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,1737,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,871,19,0.05,6.32,0.96368426,0.13,0.15,0.24,0.27,0.35,0.68,0.78,0.93,2.0
467..00,2243,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,679,13,0.0,1.6,0.34384617,0.0,0.1,0.2,0.2,0.2,0.2,0.4,0.5,0.5
467..00,356,8,0.08,5.0,1.4305,0.08,0.08,0.12,0.154,0.26,0.26,0.75,5.0,5.0
467..00,817,8,0.15,30.0,5.90875,0.22,0.22,0.27,0.59,4.61,4.61,4.63,6.8,6.8
467..00,186,8,0.0,45.0,13.625,5.0,5.0,8.0,9.0,12.0,12.0,14.0,16.0,16.0
467..00,218,7,1.9,28.6,12.142858,3.6,3.6,4.9,4.9,13.0,14.6,14.6,18.4,18.4
467..00,288,5,0.0,628.0,125.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0
467..00,1721,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,39,4,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
467..00,775,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,1288,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,470,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,607,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,1440,2,0.04,0.12,0.08,0.04,0.04,0.04,0.04,0.12,0.12,0.12,0.12,0.12
467..00,405,2,1.47,2.78,2.125,1.47,1.47,1.47,1.47,2.78,2.78,2.78,2.78,2.78
467..00,1930,2,0.48,1.01,0.745,0.48,0.48,0.48,0.48,1.01,1.01,1.01,1.01,1.01
467..00,932,2,394.0,467.0,430.5,394.0,394.0,394.0,394.0,467.0,467.0,467.0,467.0,467.0
467..00,4873,1,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
467..00,1420,1,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39
467..00,2952,1,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0
467..00,182,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467..00,1784,1,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
468..00,4200,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468..00,218,15,0.0,4.0,0.26666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468..00,288,4,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
468..00,6711,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468..00,6045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
